purchase_id,customer_id,purchase_date,product_name,category,quantity,price,total_spent,payment_method
44,3069,2023-01-02,Smartphone,Electronics,5,622.72,3113.6000000000004,Debit Card
45,3889,2023-01-02,Smartwatch,Electronics,5,554.44,2772.2000000000003,Credit Card
46,3215,2023-01-02,Dress,Clothing,3,45.71,137.13,Google Pay
47,2298,2023-01-02,Perfume,Beauty & Personal Care,4,98.69,394.76,PayPal
48,3436,2023-01-02,Cookware Set,Home & Kitchen,2,479.62,959.24,Debit Card
49,1601,2023-01-02,T-Shirt,Clothing,4,164.4,657.6,Debit Card
50,3364,2023-01-02,Vacuum Cleaner,Home & Kitchen,4,27.98,111.92,Google Pay
51,3062,2023-01-02,Face Cream,Beauty & Personal Care,3,39.22,117.66,Google Pay
52,1242,2023-01-02,Tennis Racket,Sports & Outdoors,4,28.04,112.16,Credit Card
53,3042,2023-01-02,Headphones,Electronics,1,988.31,988.31,Credit Card
54,3825,2023-01-02,Vacuum Cleaner,Home & Kitchen,5,176.25,881.25,Credit Card
55,3613,2023-01-02,Jeans,Clothing,5,94.42,472.1,Apple Pay
56,3946,2023-01-03,Blender,Home & Kitchen,3,311.25,933.75,PayPal
57,2364,2023-01-03,Yoga Mat,Sports & Outdoors,5,129.05,645.25,Debit Card
58,3140,2023-01-03,Laptop,Electronics,1,773.85,773.85,PayPal
59,2391,2023-01-03,Toaster,Home & Kitchen,3,59.06,177.18,Google Pay
60,2479,2023-01-03,Yoga Mat,Sports & Outdoors,2,136.96,273.92,PayPal
61,3557,2023-01-03,Jeans,Clothing,5,186.98,934.9,PayPal
62,1776,2023-01-03,Perfume,Beauty & Personal Care,4,93.43,373.72,Credit Card
63,1035,2023-01-03,Sneakers,Clothing,1,197.51,197.51,Google Pay
64,3254,2023-01-03,Headphones,Electronics,1,1042.81,1042.81,PayPal
65,2956,2023-01-03,Sneakers,Clothing,5,181.99,909.95,Debit Card
66,2586,2023-01-03,Jacket,Clothing,2,149.51,299.02,Credit Card
67,2022,2023-01-03,Jeans,Clothing,4,65.83,263.32,PayPal
68,3614,2023-01-03,Jacket,Clothing,2,47.06,94.12,Google Pay
69,2130,2023-01-03,Headphones,Electronics,2,257.48,514.96,Debit Card
70,2501,2023-01-03,Dumbbells,Sports & Outdoors,5,163.22,816.1,Google Pay
71,1703,2023-01-03,Toaster,Home & Kitchen,4,294.51,1178.04,Google Pay
72,3450,2023-01-03,Perfume,Beauty & Personal Care,5,86.4,432.0,Google Pay
73,3778,2023-01-03,Vacuum Cleaner,Home & Kitchen,5,262.23,1311.15,Apple Pay
74,2580,2023-01-03,Microwave,Home & Kitchen,1,81.37,81.37,Debit Card
75,1162,2023-01-03,Hair Dryer,Beauty & Personal Care,5,80.7,403.5,Google Pay
76,1202,2023-01-03,Laptop,Electronics,3,431.48,1294.44,Apple Pay
77,2982,2023-01-03,Shampoo,Beauty & Personal Care,4,68.94,275.76,Credit Card
78,1996,2023-01-03,Smartwatch,Electronics,1,703.62,703.62,Apple Pay
79,3318,2023-01-03,Cookware Set,Home & Kitchen,4,439.9,1759.6,Credit Card
80,1816,2023-01-03,Headphones,Electronics,1,284.86,284.86,Apple Pay
81,1456,,Tennis Racket,Sports & Outdoors,3,142.19,426.57,Google Pay
82,2276,2023-01-03,Shampoo,Beauty & Personal Care,5,15.99,79.95,Apple Pay
83,2017,2023-01-03,Running Shoes,Sports & Outdoors,1,203.85,203.85,Apple Pay
84,3344,2023-01-04,Blender,Home & Kitchen,1,135.63,135.63,Google Pay
85,3768,2023-01-04,Shampoo,Beauty & Personal Care,1,25.11,25.11,Credit Card
86,1338,2023-01-04,Blender,Home & Kitchen,3,381.56,1144.68,Google Pay
87,1879,2023-01-04,Running Shoes,Sports & Outdoors,4,203.03,812.12,Debit Card
88,2077,2023-01-04,Cookware Set,Home & Kitchen,3,62.93,188.79,Apple Pay
89,1792,2023-01-04,Face Cream,Beauty & Personal Care,1,46.31,46.31,PayPal
90,3265,2023-01-04,Perfume,Beauty & Personal Care,1,51.904411764705884,51.904411764705884,PayPal
91,1764,2023-01-04,Microwave,Home & Kitchen,5,96.91,484.54999999999995,Google Pay
92,3236,2023-01-04,Hair Dryer,Beauty & Personal Care,3,93.25,279.75,PayPal
93,1380,2023-01-04,Face Cream,Beauty & Personal Care,3,90.75,272.25,Debit Card
94,1493,2023-01-04,Microwave,Home & Kitchen,2,387.83,775.66,PayPal
95,2181,2023-01-04,Cycling Helmet,Sports & Outdoors,4,77.81,311.24,Debit Card
96,3063,2023-01-04,Lipstick,Beauty & Personal Care,2,29.47,58.94,PayPal
97,1065,,Lipstick,Beauty & Personal Care,2,50.25,100.5,PayPal
98,3569,2023-01-04,Shampoo,Beauty & Personal Care,4,90.26,361.04,Debit Card
99,2368,2023-01-04,Face Cream,Beauty & Personal Care,5,16.69,83.45,Google Pay
100,2153,2023-01-04,Microwave,Home & Kitchen,5,85.16,425.79999999999995,Credit Card
101,3028,2023-01-04,Dumbbells,Sports & Outdoors,4,167.34,669.36,Google Pay
102,3696,2023-01-04,Tennis Racket,Sports & Outdoors,4,221.74,886.96,Credit Card
103,2496,2023-01-04,Tablet,Electronics,3,199.49,598.47,Debit Card
104,2163,2023-01-04,Face Cream,Beauty & Personal Care,3,70.72,212.16,Apple Pay
105,2523,2023-01-04,Hair Dryer,Beauty & Personal Care,3,87.83,263.49,Google Pay
106,3641,2023-01-04,Smartwatch,Electronics,3,1124.96,3374.88,PayPal
107,1392,2023-01-04,Tennis Racket,Sports & Outdoors,1,233.41,233.41,Google Pay
108,2699,,Sneakers,Clothing,1,124.13,124.13,Debit Card
109,1419,2023-01-04,Jacket,Clothing,5,132.36,661.8000000000001,Apple Pay
110,3337,2023-01-04,Dumbbells,Sports & Outdoors,1,122.45,122.45,Apple Pay
111,1379,2023-01-05,Shampoo,Beauty & Personal Care,1,73.16,73.16,Google Pay
112,2797,2023-01-05,Dress,Clothing,3,149.84,449.52,Google Pay
113,3279,2023-01-05,Cookware Set,Home & Kitchen,3,203.19,609.5699999999999,Google Pay
114,3089,2023-01-05,Blender,Home & Kitchen,4,328.21,1312.84,Debit Card
115,3183,2023-01-05,Smartphone,Electronics,3,718.09,2154.27,Credit Card
116,1201,2023-01-05,Unknown Product,Sports & Outdoors,4,156.04447505938242,624.1779002375297,Credit Card
117,2864,2023-01-05,Dumbbells,Sports & Outdoors,4,245.41,981.64,PayPal
118,1780,2023-01-05,Jeans,Clothing,1,52.47,52.47,Debit Card
119,3978,2023-01-05,Lipstick,Beauty & Personal Care,3,15.99,47.97,Apple Pay
120,1503,,Tennis Racket,Sports & Outdoors,1,39.99,39.99,PayPal
121,3455,2023-01-05,T-Shirt,Clothing,3,26.94,80.82000000000001,Apple Pay
122,2752,2023-01-05,Sneakers,Clothing,1,150.71,150.71,Apple Pay
123,1805,2023-01-05,Cycling Helmet,Sports & Outdoors,1,282.11,282.11,Google Pay
124,3147,2023-01-05,Dress,Clothing,1,151.48,151.48,Apple Pay
125,3732,2023-01-05,Smartwatch,Electronics,5,227.72,1138.6,Apple Pay
126,2896,2023-01-05,Tablet,Electronics,1,504.51,504.51,Debit Card
127,3774,2023-01-05,Running Shoes,Sports & Outdoors,2,258.2,516.4,Google Pay
128,2571,2023-01-05,Hair Dryer,Beauty & Personal Care,2,95.64,191.28,Google Pay
129,1961,2023-01-05,Smartphone,Electronics,2,734.61,1469.22,PayPal
130,3661,2023-01-05,Smartphone,Electronics,4,101.85,407.4,Google Pay
131,2486,2023-01-05,Tennis Racket,Sports & Outdoors,1,32.64,32.64,Credit Card
132,3691,,Toaster,Home & Kitchen,2,277.09,554.18,Debit Card
133,2029,2023-01-05,Jacket,Clothing,4,170.95,683.8,PayPal
134,1503,2023-01-05,Smartphone,Electronics,2,1177.83,2355.66,Credit Card
135,3815,2023-01-05,Toaster,Home & Kitchen,3,173.43,520.29,Apple Pay
136,1398,,Lipstick,Beauty & Personal Care,5,39.68,198.4,Credit Card
137,1871,2023-01-05,Microwave,Home & Kitchen,1,346.07,346.07,PayPal
138,3843,2023-01-05,Cycling Helmet,Sports & Outdoors,5,156.04447505938242,780.2223752969121,Google Pay
139,1393,2023-01-06,Perfume,Beauty & Personal Care,5,54.38,271.90000000000003,Debit Card
140,1207,2023-01-06,Face Cream,Beauty & Personal Care,3,62.15,186.45,PayPal
141,2039,2023-01-06,Vacuum Cleaner,Home & Kitchen,3,126.63,379.89,Credit Card
142,2882,2023-01-06,Dumbbells,Sports & Outdoors,3,127.66,382.98,Credit Card
143,3940,2023-01-06,Tablet,Electronics,4,692.12,2768.48,PayPal
144,2485,2023-01-06,Blender,Home & Kitchen,2,241.09,482.18,PayPal
145,1864,2023-01-06,Headphones,Electronics,1,259.17,259.17,PayPal
146,3791,2023-01-06,Vacuum Cleaner,Home & Kitchen,3,472.59,1417.77,Google Pay
147,1564,2023-01-06,Tablet,Electronics,1,1020.94,1020.94,PayPal
148,2021,2023-01-06,Microwave,Home & Kitchen,1,259.92,259.92,Apple Pay
149,1096,2023-01-06,Shampoo,Beauty & Personal Care,1,48.3,48.3,Debit Card
150,2924,2023-01-06,Jacket,Clothing,3,124.28,372.84000000000003,Debit Card
151,2758,2023-01-06,Shampoo,Beauty & Personal Care,3,18.86,56.58,Apple Pay
152,3533,2023-01-06,Tablet,Electronics,2,831.89,1663.78,Credit Card
153,3279,2023-01-06,Tennis Racket,Sports & Outdoors,3,243.37,730.11,Credit Card
154,3797,2023-01-06,Perfume,Beauty & Personal Care,3,71.78,215.34,Credit Card
155,2679,2023-01-06,Dress,Clothing,1,123.79,123.79,Credit Card
156,1541,2023-01-06,Headphones,Electronics,2,439.78,879.56,Google Pay
157,2060,2023-01-06,Lipstick,Beauty & Personal Care,5,99.08,495.4,Apple Pay
158,3573,2023-01-06,Blender,Home & Kitchen,3,79.26,237.78000000000003,Debit Card
159,2184,2023-01-06,Yoga Mat,Sports & Outdoors,3,299.1,897.3000000000001,Apple Pay
160,2723,2023-01-06,Headphones,Electronics,5,877.17,4385.849999999999,Debit Card
161,2820,2023-01-06,Face Cream,Beauty & Personal Care,1,50.44,50.44,Credit Card
162,3626,2023-01-06,Laptop,Electronics,2,1011.56,2023.12,Google Pay
163,3730,2023-01-06,Blender,Home & Kitchen,1,257.61,257.61,PayPal
164,3605,2023-01-06,Jeans,Clothing,4,143.79,575.16,PayPal
165,2598,2023-01-06,Hair Dryer,Beauty & Personal Care,3,40.79,122.37,Credit Card
166,3694,2023-01-07,Smartphone,Electronics,4,1179.26,4717.04,Credit Card
167,1796,2023-01-07,Smartphone,Electronics,3,466.46,1399.3799999999999,Apple Pay
168,2052,2023-01-07,Smartwatch,Electronics,4,1010.67,4042.68,Google Pay
169,2644,2023-01-07,T-Shirt,Clothing,5,50.02,250.10000000000002,Google Pay
170,2364,2023-01-07,Tablet,Electronics,3,905.92,2717.7599999999998,Apple Pay
171,2982,2023-01-07,Dumbbells,Sports & Outdoors,3,245.97,737.91,Google Pay
172,2355,2023-01-07,Dumbbells,Sports & Outdoors,4,214.62,858.48,Google Pay
173,2664,2023-01-07,Smartwatch,Electronics,2,157.82,315.64,PayPal
174,2530,2023-01-07,Tennis Racket,Sports & Outdoors,4,261.65,1046.6,Google Pay
175,3039,2023-01-07,Shampoo,Beauty & Personal Care,3,22.01,66.03,Credit Card
176,2497,2023-01-07,Running Shoes,Sports & Outdoors,3,153.94,461.82,PayPal
177,3238,2023-01-07,Tablet,Electronics,2,530.99,1061.98,Credit Card
178,2409,2023-01-07,Vacuum Cleaner,Home & Kitchen,1,492.51,492.51,Credit Card
179,2401,2023-01-07,Lipstick,Beauty & Personal Care,2,67.63,135.26,Apple Pay
180,2307,2023-01-07,Jeans,Clothing,1,171.22,171.22,Google Pay
181,3681,2023-01-07,Tablet,Electronics,3,1190.17,3570.51,Google Pay
182,3676,2023-01-07,Jeans,Clothing,5,114.11,570.55,Google Pay
183,1973,2023-01-07,Toaster,Home & Kitchen,5,181.96,909.8000000000001,Google Pay
184,2769,2023-01-07,Sneakers,Clothing,4,138.8,555.2,PayPal
185,2283,2023-01-07,Headphones,Electronics,2,1189.35,2378.7,Debit Card
186,1710,2023-01-07,Smartwatch,Electronics,2,933.49,1866.98,Credit Card
187,2480,2023-01-07,Vacuum Cleaner,Home & Kitchen,5,207.71,1038.55,Debit Card
188,2435,2023-01-07,Smartwatch,Electronics,1,680.63,680.63,Debit Card
189,1649,2023-01-07,Blender,Home & Kitchen,2,155.86,311.72,Debit Card
190,1318,2023-01-07,Microwave,Home & Kitchen,1,354.26,354.26,PayPal
191,2258,2023-01-07,Laptop,Electronics,1,314.6,314.6,Debit Card
192,1684,2023-01-07,Yoga Mat,Sports & Outdoors,1,259.03,259.03,PayPal
193,1664,2023-01-07,Toaster,Home & Kitchen,1,209.01,209.01,Apple Pay
194,2999,2023-01-08,Smartphone,Electronics,4,243.99,975.96,Apple Pay
195,2632,2023-01-08,Tennis Racket,Sports & Outdoors,4,229.4,917.6,Apple Pay
196,2496,2023-01-08,Vacuum Cleaner,Home & Kitchen,5,298.58,1492.8999999999999,PayPal
197,2137,2023-01-08,Dumbbells,Sports & Outdoors,4,244.45,977.8,PayPal
198,2854,2023-01-08,Hair Dryer,Beauty & Personal Care,2,85.73,171.46,Credit Card
199,2521,2023-01-08,Shampoo,Beauty & Personal Care,4,72.41,289.64,Debit Card
200,3490,2023-01-08,Yoga Mat,Sports & Outdoors,2,145.4,290.8,Google Pay
201,1564,2023-01-08,Blender,Home & Kitchen,2,98.57,197.14,Google Pay
202,2292,2023-01-08,Smartphone,Electronics,1,251.32,251.32,Debit Card
203,2637,2023-01-08,Jeans,Clothing,5,142.23,711.15,Google Pay
204,4000,2023-01-08,Smartphone,Electronics,1,420.19,420.19,Google Pay
205,1699,2023-01-08,T-Shirt,Clothing,1,37.52,37.52,Google Pay
206,3161,2023-01-08,Jacket,Clothing,4,51.45,205.8,PayPal
207,1002,2023-01-08,Blender,Home & Kitchen,4,379.22,1516.88,PayPal
208,1642,2023-01-08,Tennis Racket,Sports & Outdoors,2,224.57,449.14,PayPal
209,3268,2023-01-08,Laptop,Electronics,4,110.05,440.2,Debit Card
210,2590,2023-01-08,Running Shoes,Sports & Outdoors,4,221.9,887.6,Apple Pay
211,1855,2023-01-08,Lipstick,Beauty & Personal Care,3,59.69,179.07,Google Pay
212,2760,2023-01-08,Microwave,Home & Kitchen,2,345.59,691.18,Credit Card
213,3433,2023-01-08,Vacuum Cleaner,Home & Kitchen,2,494.47,988.94,PayPal
214,2662,2023-01-08,Shampoo,Beauty & Personal Care,3,19.02,57.06,Credit Card
215,2154,2023-01-08,Tablet,Electronics,2,1145.44,2290.88,Google Pay
216,2077,2023-01-08,Hair Dryer,Beauty & Personal Care,5,45.58,227.89999999999998,Apple Pay
217,2708,2023-01-08,Smartwatch,Electronics,5,1025.83,5129.15,Credit Card
218,3778,2023-01-08,Jeans,Clothing,3,185.94,557.8199999999999,Google Pay
219,2696,2023-01-08,Cookware Set,Home & Kitchen,4,66.1,264.4,Google Pay
220,2734,2023-01-08,Smartwatch,Electronics,5,1171.57,5857.849999999999,PayPal
221,2440,2023-01-09,Dumbbells,Sports & Outdoors,3,66.2,198.60000000000002,Apple Pay
222,3295,2023-01-09,Yoga Mat,Sports & Outdoors,5,29.95,149.75,PayPal
223,1836,2023-01-09,Blender,Home & Kitchen,1,490.53,490.53,Apple Pay
224,1203,2023-01-09,Lipstick,Beauty & Personal Care,3,66.76,200.28000000000003,PayPal
225,1123,2023-01-09,Face Cream,Beauty & Personal Care,2,61.37,122.74,Credit Card
226,1401,2023-01-09,Smartwatch,Electronics,5,1166.7,5833.5,Debit Card
227,1767,2023-01-09,Lipstick,Beauty & Personal Care,2,64.56,129.12,Debit Card
228,1294,2023-01-09,Cookware Set,Home & Kitchen,3,213.92,641.76,Debit Card
229,3328,2023-01-09,Smartphone,Electronics,5,137.39,686.9499999999999,Apple Pay
230,3932,2023-01-09,T-Shirt,Clothing,2,55.76,111.52,Debit Card
231,1198,2023-01-09,Perfume,Beauty & Personal Care,4,51.42,205.68,Credit Card
232,2931,2023-01-09,Lipstick,Beauty & Personal Care,4,70.36,281.44,Google Pay
233,3800,2023-01-09,Headphones,Electronics,1,1150.01,1150.01,Apple Pay
234,3192,2023-01-09,Yoga Mat,Sports & Outdoors,3,201.05,603.1500000000001,Credit Card
235,1609,2023-01-09,Shampoo,Beauty & Personal Care,2,40.66,81.32,Apple Pay
236,2148,2023-01-09,Microwave,Home & Kitchen,1,352.06,352.06,Apple Pay
237,1187,2023-01-09,Shampoo,Beauty & Personal Care,3,80.56,241.68,Apple Pay
238,3512,2023-01-09,Dress,Clothing,4,135.12,540.48,PayPal
239,2795,2023-01-09,Lipstick,Beauty & Personal Care,2,78.88,157.76,Google Pay
240,1660,2023-01-09,Dumbbells,Sports & Outdoors,5,261.5,1307.5,Debit Card
241,3812,2023-01-09,Lipstick,Beauty & Personal Care,4,66.78,267.12,PayPal
242,2956,2023-01-09,Laptop,Electronics,5,402.74,2013.7,Google Pay
243,3451,2023-01-09,Face Cream,Beauty & Personal Care,5,67.05,335.25,Debit Card
244,2370,2023-01-09,Cycling Helmet,Sports & Outdoors,2,119.69,239.38,PayPal
245,2987,2023-01-09,Laptop,Electronics,2,232.0,464.0,PayPal
246,2535,2023-01-09,Blender,Home & Kitchen,5,59.67,298.35,Credit Card
247,1147,2023-01-09,Smartwatch,Electronics,1,638.14,638.14,PayPal
248,3912,2023-01-09,Dress,Clothing,5,137.07,685.3499999999999,Apple Pay
249,2735,2023-01-10,Smartphone,Electronics,5,660.72,3303.6000000000004,PayPal
250,2844,2023-01-10,Blender,Home & Kitchen,2,31.05,62.1,Apple Pay
251,1489,2023-01-10,Hair Dryer,Beauty & Personal Care,3,59.43,178.29,Google Pay
252,3977,,Smartphone,Electronics,4,729.89,2919.56,Google Pay
253,2960,2023-01-10,Smartphone,Electronics,2,401.1,802.2,Apple Pay
254,2664,2023-01-10,Laptop,Electronics,1,919.9,919.9,Credit Card
255,3599,2023-01-10,Laptop,Electronics,4,973.78,3895.12,Credit Card
256,3386,2023-01-10,Cookware Set,Home & Kitchen,2,106.93,213.86,Google Pay
257,3920,2023-01-10,Cycling Helmet,Sports & Outdoors,2,152.99,305.98,PayPal
258,1641,2023-01-10,Cycling Helmet,Sports & Outdoors,3,198.71,596.13,Google Pay
259,2803,2023-01-10,Laptop,Electronics,1,577.02,577.02,Google Pay
260,3521,,Cookware Set,Home & Kitchen,1,294.28,294.28,Apple Pay
261,2970,2023-01-10,Blender,Home & Kitchen,2,67.73,135.46,Credit Card
262,3199,2023-01-10,Laptop,Electronics,3,169.85,509.54999999999995,Apple Pay
263,2439,2023-01-10,Sneakers,Clothing,2,182.69,365.38,Google Pay
264,2635,2023-01-10,Smartphone,Electronics,5,974.75,4873.75,Debit Card
265,1263,2023-01-10,Sneakers,Clothing,5,45.13,225.65,PayPal
266,2788,2023-01-10,Headphones,Electronics,3,994.15,2982.45,Google Pay
267,3192,2023-01-10,Sneakers,Clothing,2,13.75,27.5,Apple Pay
268,3394,2023-01-10,Jacket,Clothing,3,115.65,346.95000000000005,Debit Card
269,1624,2023-01-10,Smartwatch,Electronics,2,690.06,1380.12,Debit Card
270,2017,2023-01-10,Dress,Clothing,2,164.32,328.64,Google Pay
271,1881,2023-01-10,Lipstick,Beauty & Personal Care,5,51.41,257.04999999999995,Credit Card
272,3050,2023-01-10,Dumbbells,Sports & Outdoors,4,162.89,651.56,Debit Card
273,3945,2023-01-10,Microwave,Home & Kitchen,1,300.67,300.67,PayPal
274,2328,2023-01-10,Jacket,Clothing,1,145.61,145.61,Apple Pay
275,3302,2023-01-10,Jeans,Clothing,3,160.11,480.33000000000004,Apple Pay
276,1453,2023-01-11,Blender,Home & Kitchen,1,79.56,79.56,Apple Pay
277,2184,2023-01-11,Dress,Clothing,5,153.07,765.3499999999999,Google Pay
278,3057,2023-01-11,Vacuum Cleaner,Home & Kitchen,4,483.53,1934.12,Apple Pay
279,2683,2023-01-11,Smartphone,Electronics,2,1087.36,2174.72,Apple Pay
280,3864,2023-01-11,Face Cream,Beauty & Personal Care,2,22.16,44.32,PayPal
281,3256,2023-01-11,Perfume,Beauty & Personal Care,5,61.91,309.54999999999995,Credit Card
282,2155,2023-01-11,Yoga Mat,Sports & Outdoors,1,66.28,66.28,Google Pay
283,1404,2023-01-11,Dress,Clothing,2,115.4,230.8,Google Pay
284,3200,2023-01-11,Cycling Helmet,Sports & Outdoors,1,243.15,243.15,Apple Pay
285,3102,2023-01-11,Tablet,Electronics,5,235.35,1176.75,PayPal
286,2697,2023-01-11,Hair Dryer,Beauty & Personal Care,2,17.24,34.48,PayPal
287,1628,2023-01-11,Laptop,Electronics,3,326.85,980.5500000000001,Apple Pay
288,1587,2023-01-11,Smartphone,Electronics,4,277.33,1109.32,Apple Pay
289,2649,2023-01-11,Dress,Clothing,1,116.87,116.87,PayPal
290,2444,2023-01-11,Smartphone,Electronics,1,1036.6,1036.6,Google Pay
291,2446,2023-01-11,Shampoo,Beauty & Personal Care,1,8.33,8.33,Apple Pay
292,1104,2023-01-11,Yoga Mat,Sports & Outdoors,1,294.28,294.28,Google Pay
293,1254,2023-01-11,Hair Dryer,Beauty & Personal Care,5,53.08,265.4,PayPal
294,3558,2023-01-11,T-Shirt,Clothing,5,79.08,395.4,Debit Card
295,2497,2023-01-11,Shampoo,Beauty & Personal Care,5,56.72,283.6,Debit Card
296,1099,2023-01-11,Cookware Set,Home & Kitchen,5,223.06,1115.3,Debit Card
297,3201,2023-01-11,Yoga Mat,Sports & Outdoors,2,284.39,568.78,Apple Pay
298,2885,2023-01-11,Vacuum Cleaner,Home & Kitchen,5,20.04,100.19999999999999,Apple Pay
299,3962,2023-01-11,Microwave,Home & Kitchen,2,164.29,328.58,Apple Pay
300,2920,2023-01-11,Dress,Clothing,3,189.78,569.34,PayPal
301,1878,2023-01-11,Tablet,Electronics,5,671.39,3356.95,Debit Card
302,1338,2023-01-11,Blender,Home & Kitchen,3,395.74,1187.22,Google Pay
303,3870,2023-01-11,Unknown Product,Beauty & Personal Care,5,51.904411764705884,259.5220588235294,PayPal
304,1957,,Smartphone,Electronics,3,589.41,1768.23,Credit Card
305,2705,,Lipstick,Beauty & Personal Care,4,59.82,239.28,Credit Card
306,1161,2023-01-12,Hair Dryer,Beauty & Personal Care,3,71.03,213.09,Google Pay
307,2604,2023-01-12,Tablet,Electronics,2,674.93,1349.86,Debit Card
308,3849,2023-01-12,Tablet,Electronics,1,1184.62,1184.62,Apple Pay
309,1398,2023-01-12,Face Cream,Beauty & Personal Care,3,38.45,115.35000000000001,Google Pay
310,2301,2023-01-12,Jacket,Clothing,1,112.26,112.26,Google Pay
311,1816,2023-01-12,Dumbbells,Sports & Outdoors,4,74.8,299.2,Credit Card
312,2528,,Running Shoes,Sports & Outdoors,4,43.22,172.88,Debit Card
313,2920,2023-01-12,Jeans,Clothing,2,165.76,331.52,Google Pay
314,2416,2023-01-12,Headphones,Electronics,2,360.81,721.62,Apple Pay
315,2159,2023-01-12,Lipstick,Beauty & Personal Care,3,22.87,68.61,Apple Pay
316,2219,2023-01-12,Dumbbells,Sports & Outdoors,5,100.42,502.1,PayPal
317,1401,2023-01-12,Face Cream,Beauty & Personal Care,4,84.1,336.4,Apple Pay
318,1640,2023-01-12,Sneakers,Clothing,1,191.91,191.91,Google Pay
319,3736,,Face Cream,Beauty & Personal Care,5,62.2,311.0,Google Pay
320,1460,2023-01-12,T-Shirt,Clothing,4,51.05,204.2,Apple Pay
321,1955,2023-01-12,Smartphone,Electronics,3,494.97,1484.91,Credit Card
322,1470,,Sneakers,Clothing,4,34.41,137.64,Debit Card
323,2046,2023-01-12,Dress,Clothing,2,128.24,256.48,Google Pay
324,3798,2023-01-12,Tennis Racket,Sports & Outdoors,1,36.19,36.19,Apple Pay
325,2694,2023-01-12,Perfume,Beauty & Personal Care,1,29.22,29.22,Apple Pay
326,3086,2023-01-12,Yoga Mat,Sports & Outdoors,2,123.81,247.62,Google Pay
